amount,category,date,name,newBalance,previousBalance,reference,timeDiff,dayOfWeek
10,N/A,N/A,N/A,353,363,N/A,58,2
9,N/A,N/A,N/A,344,353,N/A,64,2
11,N/A,N/A,N/A,333,344,N/A,70,2
35,N/A,N/A,N/A,298,333,N/A,73,5
36,N/A,N/A,N/A,262,298,N/A,79,5
31,N/A,N/A,N/A,231,262,N/A,85,5
8,N/A,N/A,N/A,223,231,N/A,89,3
7,N/A,N/A,N/A,216,223,N/A,93,1
31,N/A,N/A,N/A,185,216,N/A,97,5
7,N/A,N/A,N/A,178,185,N/A,100,2
31,N/A,N/A,N/A,147,178,N/A,103,5
7,N/A,N/A,N/A,140,147,N/A,106,2
34,N/A,N/A,N/A,106,140,N/A,110,6
10,N/A,N/A,N/A,96,106,N/A,113,3
32,N/A,N/A,N/A,64,96,N/A,116,6
30,N/A,N/A,N/A,34,64,N/A,121,5
9,N/A,N/A,N/A,25,34,N/A,124,2
10,N/A,N/A,N/A,1132,1142,N/A,3,2
34,N/A,N/A,N/A,1098,1132,N/A,6,5
10,N/A,N/A,N/A,1088,1098,N/A,9,2
6,N/A,N/A,N/A,1082,1088,N/A,14,1
26,N/A,N/A,N/A,1056,1082,N/A,18,5
8,N/A,N/A,N/A,1048,1056,N/A,22,3
10,N/A,N/A,N/A,1038,1048,N/A,28,3
7,N/A,N/A,N/A,1031,1038,N/A,34,3
34,N/A,N/A,N/A,997,1031,N/A,37,6
24,N/A,N/A,N/A,973,997,N/A,41,4
6,N/A,N/A,N/A,967,973,N/A,44,1
27,N/A,N/A,N/A,940,967,N/A,47,4
6,N/A,N/A,N/A,934,940,N/A,50,1
44,N/A,N/A,N/A,890,934,N/A,54,5
11,N/A,N/A,N/A,879,890,N/A,58,3
7,N/A,N/A,N/A,872,879,N/A,62,1
47,N/A,N/A,N/A,825,872,N/A,66,5
7,N/A,N/A,N/A,818,825,N/A,70,3
9,N/A,N/A,N/A,809,818,N/A,75,2
41,N/A,N/A,N/A,768,809,N/A,79,6
12,N/A,N/A,N/A,756,768,N/A,83,4
9,N/A,N/A,N/A,747,756,N/A,87,2
7,N/A,N/A,N/A,740,747,N/A,93,2
9,N/A,N/A,N/A,731,740,N/A,99,2
9,N/A,N/A,N/A,722,731,N/A,104,1
38,N/A,N/A,N/A,684,722,N/A,108,5
10,N/A,N/A,N/A,674,684,N/A,111,2
42,N/A,N/A,N/A,632,674,N/A,114,5
10,N/A,N/A,N/A,622,632,N/A,118,3
8,N/A,N/A,N/A,614,622,N/A,124,3
25,N/A,N/A,N/A,1381,1406,N/A,6,6
35,N/A,N/A,N/A,1346,1381,N/A,11,5
39,N/A,N/A,N/A,1307,1346,N/A,17,5
7,N/A,N/A,N/A,1300,1307,N/A,20,2
10,N/A,N/A,N/A,1290,1300,N/A,26,2
7,N/A,N/A,N/A,1283,1290,N/A,31,1
16,N/A,N/A,N/A,1267,1283,N/A,34,4
8,N/A,N/A,N/A,1259,1267,N/A,38,2
32,N/A,N/A,N/A,1227,1259,N/A,41,5
44,N/A,N/A,N/A,1183,1227,N/A,47,5
10,N/A,N/A,N/A,1173,1183,N/A,52,4
9,N/A,N/A,N/A,1164,1173,N/A,57,3
9,N/A,N/A,N/A,1155,1164,N/A,62,2
36,N/A,N/A,N/A,1119,1155,N/A,65,5
11,N/A,N/A,N/A,1108,1119,N/A,69,3
39,N/A,N/A,N/A,1069,1108,N/A,72,6
30,N/A,N/A,N/A,1039,1069,N/A,77,5
14,N/A,N/A,N/A,1025,1039,N/A,82,4
24,N/A,N/A,N/A,1001,1025,N/A,88,4
9,N/A,N/A,N/A,992,1001,N/A,92,2
11,N/A,N/A,N/A,981,992,N/A,98,2
37,N/A,N/A,N/A,944,981,N/A,102,6
21,N/A,N/A,N/A,923,944,N/A,106,4
8,N/A,N/A,N/A,915,923,N/A,111,3
8,N/A,N/A,N/A,907,915,N/A,115,1
13,N/A,N/A,N/A,894,907,N/A,118,4
5,N/A,N/A,N/A,889,894,N/A,121,1
43,N/A,N/A,N/A,846,889,N/A,126,6
11,N/A,N/A,N/A,835,846,N/A,129,3
33,N/A,N/A,N/A,802,835,N/A,132,6
11,N/A,N/A,N/A,1191,1202,N/A,5,3
9,N/A,N/A,N/A,1182,1191,N/A,9,1
10,N/A,N/A,N/A,1172,1182,N/A,12,4
21,N/A,N/A,N/A,1151,1172,N/A,18,4
9,N/A,N/A,N/A,1142,1151,N/A,22,2
5,N/A,N/A,N/A,1137,1142,N/A,27,1
8,N/A,N/A,N/A,1129,1137,N/A,33,1
46,N/A,N/A,N/A,1083,1129,N/A,38,6
11,N/A,N/A,N/A,1072,1083,N/A,41,3
11,N/A,N/A,N/A,1061,1072,N/A,47,3
9,N/A,N/A,N/A,1052,1061,N/A,53,3
7,N/A,N/A,N/A,1045,1052,N/A,59,3
8,N/A,N/A,N/A,1037,1045,N/A,65,3
26,N/A,N/A,N/A,1011,1037,N/A,68,6
15,N/A,N/A,N/A,996,1011,N/A,72,4
29,N/A,N/A,N/A,967,996,N/A,78,4
13,N/A,N/A,N/A,954,967,N/A,84,4
9,N/A,N/A,N/A,945,954,N/A,89,3
46,N/A,N/A,N/A,899,945,N/A,92,6
10,N/A,N/A,N/A,889,899,N/A,95,3
35,N/A,N/A,N/A,854,889,N/A,98,6
11,N/A,N/A,N/A,843,854,N/A,101,3
7,N/A,N/A,N/A,836,843,N/A,105,1
7,N/A,N/A,N/A,829,836,N/A,111,1
25,N/A,N/A,N/A,804,829,N/A,116,6
9,N/A,N/A,N/A,795,804,N/A,122,0
39,N/A,N/A,N/A,756,795,N/A,128,6
10,N/A,N/A,N/A,746,756,N/A,132,4
9,N/A,N/A,N/A,737,746,N/A,137,3
11,N/A,N/A,N/A,726,737,N/A,143,3
46,N/A,N/A,N/A,749,795,N/A,5,6
30,N/A,N/A,N/A,719,749,N/A,10,5
48,N/A,N/A,N/A,671,719,N/A,16,5
11,N/A,N/A,N/A,660,671,N/A,19,2
49,N/A,N/A,N/A,611,660,N/A,23,6
20,N/A,N/A,N/A,591,611,N/A,27,4
16,N/A,N/A,N/A,575,591,N/A,33,4
11,N/A,N/A,N/A,564,575,N/A,38,3
7,N/A,N/A,N/A,557,564,N/A,43,2
45,N/A,N/A,N/A,512,557,N/A,46,5
46,N/A,N/A,N/A,466,512,N/A,52,5
28,N/A,N/A,N/A,438,466,N/A,57,4
7,N/A,N/A,N/A,431,438,N/A,60,1
13,N/A,N/A,N/A,418,431,N/A,63,4
11,N/A,N/A,N/A,407,418,N/A,67,2
9,N/A,N/A,N/A,398,407,N/A,72,1
33,N/A,N/A,N/A,365,398,N/A,76,5
11,N/A,N/A,N/A,354,365,N/A,79,2
25,N/A,N/A,N/A,329,354,N/A,83,6
22,N/A,N/A,N/A,307,329,N/A,87,4
8,N/A,N/A,N/A,299,307,N/A,91,2
35,N/A,N/A,N/A,264,299,N/A,94,5
7,N/A,N/A,N/A,257,264,N/A,97,2
46,N/A,N/A,N/A,211,257,N/A,101,6
43,N/A,N/A,N/A,168,211,N/A,106,5
34,N/A,N/A,N/A,134,168,N/A,112,5
11,N/A,N/A,N/A,123,134,N/A,116,3
9,N/A,N/A,N/A,114,123,N/A,122,3
7,N/A,N/A,N/A,107,114,N/A,126,1
47,N/A,N/A,N/A,60,107,N/A,130,5
7,N/A,N/A,N/A,1559,1566,N/A,4,2
7,N/A,N/A,N/A,1552,1559,N/A,9,1
20,N/A,N/A,N/A,1532,1552,N/A,12,4
10,N/A,N/A,N/A,1522,1532,N/A,16,2
8,N/A,N/A,N/A,1514,1522,N/A,21,1
48,N/A,N/A,N/A,1466,1514,N/A,25,5
27,N/A,N/A,N/A,1439,1466,N/A,30,4
7,N/A,N/A,N/A,1432,1439,N/A,34,2
7,N/A,N/A,N/A,1425,1432,N/A,39,1
16,N/A,N/A,N/A,1409,1425,N/A,42,4
6,N/A,N/A,N/A,1403,1409,N/A,45,1
31,N/A,N/A,N/A,1372,1403,N/A,49,5
8,N/A,N/A,N/A,1364,1372,N/A,52,2
36,N/A,N/A,N/A,1328,1364,N/A,55,5
27,N/A,N/A,N/A,1301,1328,N/A,61,5
10,N/A,N/A,N/A,1291,1301,N/A,64,2
8,N/A,N/A,N/A,1283,1291,N/A,70,2
32,N/A,N/A,N/A,1251,1283,N/A,73,5
9,N/A,N/A,N/A,1242,1251,N/A,76,2
8,N/A,N/A,N/A,1234,1242,N/A,82,2
7,N/A,N/A,N/A,1227,1234,N/A,87,1
47,N/A,N/A,N/A,1180,1227,N/A,92,6
26,N/A,N/A,N/A,1154,1180,N/A,97,5
8,N/A,N/A,N/A,1146,1154,N/A,101,3
8,N/A,N/A,N/A,1138,1146,N/A,105,1
5,N/A,N/A,N/A,1133,1138,N/A,111,1
5,N/A,N/A,N/A,1128,1133,N/A,117,1
47,N/A,N/A,N/A,1081,1128,N/A,121,5
22,N/A,N/A,N/A,1059,1081,N/A,126,4
19,N/A,N/A,N/A,1040,1059,N/A,132,4
48,N/A,N/A,N/A,411,459,N/A,4,6
28,N/A,N/A,N/A,383,411,N/A,9,5
11,N/A,N/A,N/A,372,383,N/A,12,2
45,N/A,N/A,N/A,327,372,N/A,16,6
11,N/A,N/A,N/A,316,327,N/A,19,3
45,N/A,N/A,N/A,271,316,N/A,22,6
5,N/A,N/A,N/A,266,271,N/A,28,0
32,N/A,N/A,N/A,234,266,N/A,34,6
11,N/A,N/A,N/A,223,234,N/A,37,3
9,N/A,N/A,N/A,214,223,N/A,42,2
5,N/A,N/A,N/A,209,214,N/A,47,1
34,N/A,N/A,N/A,175,209,N/A,52,6
7,N/A,N/A,N/A,168,175,N/A,55,3
10,N/A,N/A,N/A,158,168,N/A,60,2
6,N/A,N/A,N/A,152,158,N/A,65,1
31,N/A,N/A,N/A,121,152,N/A,69,5
18,N/A,N/A,N/A,103,121,N/A,74,4
10,N/A,N/A,N/A,93,103,N/A,78,2
42,N/A,N/A,N/A,51,93,N/A,81,5
11,N/A,N/A,N/A,40,51,N/A,85,3
7,N/A,N/A,N/A,33,40,N/A,89,1
43,N/A,N/A,N/A,-10,33,N/A,94,6
46,N/A,N/A,N/A,925,971,N/A,4,5
37,N/A,N/A,N/A,888,925,N/A,10,5
11,N/A,N/A,N/A,877,888,N/A,14,3
8,N/A,N/A,N/A,869,877,N/A,20,3
8,N/A,N/A,N/A,861,869,N/A,26,3
10,N/A,N/A,N/A,851,861,N/A,32,3
8,N/A,N/A,N/A,843,851,N/A,38,3
8,N/A,N/A,N/A,835,843,N/A,43,2
10,N/A,N/A,N/A,825,835,N/A,49,2
42,N/A,N/A,N/A,783,825,N/A,53,6
41,N/A,N/A,N/A,742,783,N/A,58,5
48,N/A,N/A,N/A,694,742,N/A,64,5
11,N/A,N/A,N/A,683,694,N/A,67,2
36,N/A,N/A,N/A,647,683,N/A,71,6
9,N/A,N/A,N/A,638,647,N/A,77,0
45,N/A,N/A,N/A,593,638,N/A,83,6
29,N/A,N/A,N/A,564,593,N/A,88,5
11,N/A,N/A,N/A,553,564,N/A,92,3
28,N/A,N/A,N/A,525,553,N/A,95,6
11,N/A,N/A,N/A,514,525,N/A,98,3
7,N/A,N/A,N/A,507,514,N/A,103,2
6,N/A,N/A,N/A,501,507,N/A,108,1
41,N/A,N/A,N/A,460,501,N/A,113,6
24,N/A,N/A,N/A,436,460,N/A,117,4
6,N/A,N/A,N/A,430,436,N/A,120,1
32,N/A,N/A,N/A,398,430,N/A,124,5
8,N/A,N/A,N/A,390,398,N/A,127,2
44,N/A,N/A,N/A,346,390,N/A,131,6
26,N/A,N/A,N/A,320,346,N/A,135,4
10,N/A,N/A,N/A,310,320,N/A,140,3
31,N/A,N/A,N/A,498,529,N/A,4,6
8,N/A,N/A,N/A,490,498,N/A,10,0
42,N/A,N/A,N/A,448,490,N/A,16,6
13,N/A,N/A,N/A,435,448,N/A,20,4
25,N/A,N/A,N/A,410,435,N/A,26,4
26,N/A,N/A,N/A,384,410,N/A,32,4
8,N/A,N/A,N/A,376,384,N/A,35,1
6,N/A,N/A,N/A,370,376,N/A,41,1
19,N/A,N/A,N/A,351,370,N/A,44,4
9,N/A,N/A,N/A,342,351,N/A,49,3
8,N/A,N/A,N/A,334,342,N/A,55,3
11,N/A,N/A,N/A,323,334,N/A,60,2
38,N/A,N/A,N/A,285,323,N/A,63,5
21,N/A,N/A,N/A,264,285,N/A,68,4
8,N/A,N/A,N/A,256,264,N/A,71,1
10,N/A,N/A,N/A,246,256,N/A,74,4
7,N/A,N/A,N/A,239,246,N/A,79,3
11,N/A,N/A,N/A,228,239,N/A,84,2
8,N/A,N/A,N/A,220,228,N/A,89,1
7,N/A,N/A,N/A,213,220,N/A,95,1
12,N/A,N/A,N/A,201,213,N/A,98,4
21,N/A,N/A,N/A,180,201,N/A,104,4
11,N/A,N/A,N/A,169,180,N/A,108,2
25,N/A,N/A,N/A,144,169,N/A,112,6
7,N/A,N/A,N/A,137,144,N/A,118,0
45,N/A,N/A,N/A,92,137,N/A,123,5
8,N/A,N/A,N/A,84,92,N/A,127,3
8,N/A,N/A,N/A,76,84,N/A,133,3
9,N/A,N/A,N/A,67,76,N/A,138,2
37,N/A,N/A,N/A,30,67,N/A,142,6
7,N/A,N/A,N/A,1847,1854,N/A,4,2
29,N/A,N/A,N/A,1818,1847,N/A,7,5
11,N/A,N/A,N/A,1807,1818,N/A,11,3
26,N/A,N/A,N/A,1781,1807,N/A,14,6
27,N/A,N/A,N/A,1754,1781,N/A,18,4
8,N/A,N/A,N/A,1746,1754,N/A,22,2
6,N/A,N/A,N/A,1740,1746,N/A,27,1
8,N/A,N/A,N/A,1732,1740,N/A,33,1
9,N/A,N/A,N/A,1723,1732,N/A,39,1
17,N/A,N/A,N/A,1706,1723,N/A,42,4
7,N/A,N/A,N/A,1699,1706,N/A,46,2
30,N/A,N/A,N/A,1669,1699,N/A,50,6
14,N/A,N/A,N/A,1655,1669,N/A,54,4
5,N/A,N/A,N/A,1650,1655,N/A,57,1
34,N/A,N/A,N/A,1616,1650,N/A,61,5
13,N/A,N/A,N/A,1603,1616,N/A,66,4
10,N/A,N/A,N/A,1593,1603,N/A,70,2
44,N/A,N/A,N/A,1549,1593,N/A,73,5
8,N/A,N/A,N/A,1541,1549,N/A,76,2
6,N/A,N/A,N/A,1535,1541,N/A,81,1
40,N/A,N/A,N/A,1495,1535,N/A,86,6
11,N/A,N/A,N/A,1484,1495,N/A,89,3
9,N/A,N/A,N/A,1475,1484,N/A,93,1
28,N/A,N/A,N/A,1447,1475,N/A,97,5
10,N/A,N/A,N/A,1437,1447,N/A,102,4
20,N/A,N/A,N/A,1417,1437,N/A,108,4
10,N/A,N/A,N/A,1407,1417,N/A,113,3
29,N/A,N/A,N/A,1378,1407,N/A,116,6
10,N/A,N/A,N/A,1368,1378,N/A,119,3
10,N/A,N/A,N/A,1358,1368,N/A,124,2
43,N/A,N/A,N/A,287,330,N/A,4,5
7,N/A,N/A,N/A,280,287,N/A,7,2
9,N/A,N/A,N/A,271,280,N/A,13,2
47,N/A,N/A,N/A,224,271,N/A,17,6
14,N/A,N/A,N/A,210,224,N/A,21,4
10,N/A,N/A,N/A,200,210,N/A,26,3
38,N/A,N/A,N/A,162,200,N/A,29,6
16,N/A,N/A,N/A,146,162,N/A,33,4
8,N/A,N/A,N/A,138,146,N/A,37,2
9,N/A,N/A,N/A,129,138,N/A,42,1
14,N/A,N/A,N/A,115,129,N/A,45,4
7,N/A,N/A,N/A,108,115,N/A,50,3
32,N/A,N/A,N/A,76,108,N/A,53,6
7,N/A,N/A,N/A,69,76,N/A,56,3
8,N/A,N/A,N/A,61,69,N/A,60,1
26,N/A,N/A,N/A,35,61,N/A,64,5
11,N/A,N/A,N/A,24,35,N/A,69,4
9,N/A,N/A,N/A,15,24,N/A,73,2
9,N/A,N/A,N/A,6,15,N/A,78,1
37,N/A,N/A,N/A,-31,6,N/A,83,6
26,N/A,N/A,N/A,1267,1293,N/A,3,4
6,N/A,N/A,N/A,1261,1267,N/A,6,1
7,N/A,N/A,N/A,1254,1261,N/A,12,1
46,N/A,N/A,N/A,1208,1254,N/A,17,6
15,N/A,N/A,N/A,1193,1208,N/A,21,4
10,N/A,N/A,N/A,1183,1193,N/A,26,3
34,N/A,N/A,N/A,1149,1183,N/A,29,6
9,N/A,N/A,N/A,1140,1149,N/A,35,0
11,N/A,N/A,N/A,1129,1140,N/A,39,4
11,N/A,N/A,N/A,1118,1129,N/A,44,3
5,N/A,N/A,N/A,1113,1118,N/A,48,1
43,N/A,N/A,N/A,1070,1113,N/A,52,5
10,N/A,N/A,N/A,1060,1070,N/A,57,4
7,N/A,N/A,N/A,1053,1060,N/A,61,2
36,N/A,N/A,N/A,1017,1053,N/A,65,6
35,N/A,N/A,N/A,982,1017,N/A,70,5
11,N/A,N/A,N/A,971,982,N/A,73,2
5,N/A,N/A,N/A,966,971,N/A,78,1
7,N/A,N/A,N/A,959,966,N/A,84,1
49,N/A,N/A,N/A,910,959,N/A,89,6
9,N/A,N/A,N/A,901,910,N/A,92,3
8,N/A,N/A,N/A,893,901,N/A,97,2
44,N/A,N/A,N/A,849,893,N/A,101,6
11,N/A,N/A,N/A,838,849,N/A,104,3
10,N/A,N/A,N/A,828,838,N/A,110,3
9,N/A,N/A,N/A,819,828,N/A,114,1
23,N/A,N/A,N/A,796,819,N/A,117,4
6,N/A,N/A,N/A,790,796,N/A,120,1
26,N/A,N/A,N/A,764,790,N/A,123,4
11,N/A,N/A,N/A,753,764,N/A,127,2
8,N/A,N/A,N/A,1271,1279,N/A,5,1
36,N/A,N/A,N/A,1235,1271,N/A,9,5
28,N/A,N/A,N/A,1207,1235,N/A,14,4
21,N/A,N/A,N/A,1186,1207,N/A,20,4
15,N/A,N/A,N/A,1171,1186,N/A,26,4
9,N/A,N/A,N/A,1162,1171,N/A,29,1
34,N/A,N/A,N/A,1128,1162,N/A,33,5
9,N/A,N/A,N/A,1119,1128,N/A,36,2
5,N/A,N/A,N/A,1114,1119,N/A,41,1
48,N/A,N/A,N/A,1066,1114,N/A,46,6
39,N/A,N/A,N/A,1027,1066,N/A,51,5
9,N/A,N/A,N/A,1018,1027,N/A,55,3
8,N/A,N/A,N/A,1010,1018,N/A,59,1
48,N/A,N/A,N/A,962,1010,N/A,63,5
10,N/A,N/A,N/A,952,962,N/A,66,2
7,N/A,N/A,N/A,945,952,N/A,72,2
6,N/A,N/A,N/A,939,945,N/A,77,1
6,N/A,N/A,N/A,933,939,N/A,83,1
8,N/A,N/A,N/A,925,933,N/A,89,1
40,N/A,N/A,N/A,885,925,N/A,93,5
19,N/A,N/A,N/A,866,885,N/A,98,4
21,N/A,N/A,N/A,845,866,N/A,104,4
9,N/A,N/A,N/A,836,845,N/A,108,2
36,N/A,N/A,N/A,800,836,N/A,111,5
10,N/A,N/A,N/A,790,800,N/A,114,2
11,N/A,N/A,N/A,779,790,N/A,120,2
6,N/A,N/A,N/A,773,779,N/A,125,1
28,N/A,N/A,N/A,745,773,N/A,130,6
28,N/A,N/A,N/A,717,745,N/A,134,4
11,N/A,N/A,N/A,706,717,N/A,139,3
19,N/A,N/A,N/A,1783,1802,N/A,3,4
13,N/A,N/A,N/A,1770,1783,N/A,9,4
9,N/A,N/A,N/A,1761,1770,N/A,13,2
6,N/A,N/A,N/A,1755,1761,N/A,18,1
6,N/A,N/A,N/A,1749,1755,N/A,24,1
39,N/A,N/A,N/A,1710,1749,N/A,28,5
9,N/A,N/A,N/A,1701,1710,N/A,32,3
11,N/A,N/A,N/A,1690,1701,N/A,37,2
43,N/A,N/A,N/A,1647,1690,N/A,40,5
13,N/A,N/A,N/A,1634,1647,N/A,45,4
9,N/A,N/A,N/A,1625,1634,N/A,49,2
45,N/A,N/A,N/A,1580,1625,N/A,53,6
6,N/A,N/A,N/A,1574,1580,N/A,59,0
42,N/A,N/A,N/A,1532,1574,N/A,65,6
26,N/A,N/A,N/A,1506,1532,N/A,69,4
10,N/A,N/A,N/A,1496,1506,N/A,73,2
38,N/A,N/A,N/A,1458,1496,N/A,76,5
27,N/A,N/A,N/A,1431,1458,N/A,81,4
20,N/A,N/A,N/A,1411,1431,N/A,87,4
13,N/A,N/A,N/A,1398,1411,N/A,93,4
5,N/A,N/A,N/A,1393,1398,N/A,96,1
29,N/A,N/A,N/A,1364,1393,N/A,100,5
9,N/A,N/A,N/A,1355,1364,N/A,104,3
41,N/A,N/A,N/A,1314,1355,N/A,107,6
5,N/A,N/A,N/A,1309,1314,N/A,113,0
35,N/A,N/A,N/A,1274,1309,N/A,119,6
27,N/A,N/A,N/A,1247,1274,N/A,124,5
9,N/A,N/A,N/A,1238,1247,N/A,128,3
43,N/A,N/A,N/A,1195,1238,N/A,131,6
7,N/A,N/A,N/A,1188,1195,N/A,137,0
45,N/A,N/A,N/A,1318,1363,N/A,6,6
17,N/A,N/A,N/A,1301,1318,N/A,10,4
7,N/A,N/A,N/A,1294,1301,N/A,14,2
49,N/A,N/A,N/A,1245,1294,N/A,18,6
45,N/A,N/A,N/A,1200,1245,N/A,23,5
31,N/A,N/A,N/A,1169,1200,N/A,29,5
11,N/A,N/A,N/A,1158,1169,N/A,33,3
9,N/A,N/A,N/A,1149,1158,N/A,37,1
46,N/A,N/A,N/A,1103,1149,N/A,41,5
23,N/A,N/A,N/A,1080,1103,N/A,46,4
20,N/A,N/A,N/A,1060,1080,N/A,52,4
11,N/A,N/A,N/A,1049,1060,N/A,56,2
47,N/A,N/A,N/A,1002,1049,N/A,60,6
36,N/A,N/A,N/A,966,1002,N/A,65,5
13,N/A,N/A,N/A,953,966,N/A,70,4
6,N/A,N/A,N/A,947,953,N/A,73,1
8,N/A,N/A,N/A,939,947,N/A,79,1
8,N/A,N/A,N/A,931,939,N/A,85,1
26,N/A,N/A,N/A,905,931,N/A,88,4
9,N/A,N/A,N/A,896,905,N/A,93,3
8,N/A,N/A,N/A,888,896,N/A,98,2
49,N/A,N/A,N/A,839,888,N/A,102,6
6,N/A,N/A,N/A,833,839,N/A,108,0
36,N/A,N/A,N/A,797,833,N/A,113,5
23,N/A,N/A,N/A,774,797,N/A,118,4
10,N/A,N/A,N/A,764,774,N/A,122,2
44,N/A,N/A,N/A,720,764,N/A,126,6
15,N/A,N/A,N/A,705,720,N/A,130,4
20,N/A,N/A,N/A,685,705,N/A,136,4
8,N/A,N/A,N/A,677,685,N/A,140,2
48,N/A,N/A,N/A,1144,1192,N/A,3,5
24,N/A,N/A,N/A,1120,1144,N/A,8,4
9,N/A,N/A,N/A,1111,1120,N/A,11,1
31,N/A,N/A,N/A,1080,1111,N/A,15,5
11,N/A,N/A,N/A,1069,1080,N/A,18,2
8,N/A,N/A,N/A,1061,1069,N/A,24,2
26,N/A,N/A,N/A,1035,1061,N/A,28,6
8,N/A,N/A,N/A,1027,1035,N/A,34,0
25,N/A,N/A,N/A,1002,1027,N/A,38,4
7,N/A,N/A,N/A,995,1002,N/A,43,3
10,N/A,N/A,N/A,985,995,N/A,48,2
37,N/A,N/A,N/A,948,985,N/A,51,5
11,N/A,N/A,N/A,937,948,N/A,55,3
44,N/A,N/A,N/A,893,937,N/A,58,6
17,N/A,N/A,N/A,876,893,N/A,62,4
23,N/A,N/A,N/A,853,876,N/A,68,4
28,N/A,N/A,N/A,825,853,N/A,74,4
7,N/A,N/A,N/A,818,825,N/A,79,3
9,N/A,N/A,N/A,809,818,N/A,83,1
44,N/A,N/A,N/A,765,809,N/A,88,6
10,N/A,N/A,N/A,755,765,N/A,91,3
11,N/A,N/A,N/A,744,755,N/A,97,3
5,N/A,N/A,N/A,739,744,N/A,101,1
9,N/A,N/A,N/A,730,739,N/A,107,1
5,N/A,N/A,N/A,725,730,N/A,113,1
33,N/A,N/A,N/A,692,725,N/A,118,6
11,N/A,N/A,N/A,681,692,N/A,121,3
7,N/A,N/A,N/A,674,681,N/A,125,1
39,N/A,N/A,N/A,635,674,N/A,129,5
7,N/A,N/A,N/A,628,635,N/A,132,2
23,N/A,N/A,N/A,723,746,N/A,6,4
7,N/A,N/A,N/A,716,723,N/A,10,2
29,N/A,N/A,N/A,687,716,N/A,14,6
8,N/A,N/A,N/A,679,687,N/A,17,3
11,N/A,N/A,N/A,668,679,N/A,22,2
32,N/A,N/A,N/A,636,668,N/A,25,5
11,N/A,N/A,N/A,625,636,N/A,28,2
25,N/A,N/A,N/A,600,625,N/A,32,6
29,N/A,N/A,N/A,571,600,N/A,36,4
9,N/A,N/A,N/A,562,571,N/A,41,3
8,N/A,N/A,N/A,554,562,N/A,46,2
8,N/A,N/A,N/A,546,554,N/A,52,2
8,N/A,N/A,N/A,538,546,N/A,57,1
5,N/A,N/A,N/A,533,538,N/A,63,1
9,N/A,N/A,N/A,524,533,N/A,69,1
17,N/A,N/A,N/A,507,524,N/A,72,4
21,N/A,N/A,N/A,486,507,N/A,78,4
10,N/A,N/A,N/A,476,486,N/A,84,4
8,N/A,N/A,N/A,468,476,N/A,88,2
47,N/A,N/A,N/A,421,468,N/A,91,5
35,N/A,N/A,N/A,386,421,N/A,97,5
25,N/A,N/A,N/A,361,386,N/A,102,4
9,N/A,N/A,N/A,352,361,N/A,107,3
7,N/A,N/A,N/A,345,352,N/A,113,3
28,N/A,N/A,N/A,317,345,N/A,116,6
8,N/A,N/A,N/A,309,317,N/A,122,0
19,N/A,N/A,N/A,290,309,N/A,126,4
9,N/A,N/A,N/A,281,290,N/A,129,1
45,N/A,N/A,N/A,236,281,N/A,134,6
28,N/A,N/A,N/A,208,236,N/A,138,4
12,N/A,N/A,N/A,1740,1752,N/A,4,4
8,N/A,N/A,N/A,1732,1740,N/A,8,2
40,N/A,N/A,N/A,1692,1732,N/A,11,5
16,N/A,N/A,N/A,1676,1692,N/A,16,4
9,N/A,N/A,N/A,1667,1676,N/A,21,3
10,N/A,N/A,N/A,1657,1667,N/A,26,2
25,N/A,N/A,N/A,1632,1657,N/A,30,6
14,N/A,N/A,N/A,1618,1632,N/A,34,4
29,N/A,N/A,N/A,1589,1618,N/A,40,4
10,N/A,N/A,N/A,1579,1589,N/A,44,2
8,N/A,N/A,N/A,1571,1579,N/A,50,2
8,N/A,N/A,N/A,1563,1571,N/A,56,2
8,N/A,N/A,N/A,1555,1563,N/A,62,2
42,N/A,N/A,N/A,1513,1555,N/A,66,6
11,N/A,N/A,N/A,1502,1513,N/A,69,3
10,N/A,N/A,N/A,1492,1502,N/A,75,3
6,N/A,N/A,N/A,1486,1492,N/A,79,1
6,N/A,N/A,N/A,1480,1486,N/A,85,1
20,N/A,N/A,N/A,1460,1480,N/A,88,4
5,N/A,N/A,N/A,1455,1460,N/A,91,1
46,N/A,N/A,N/A,1409,1455,N/A,96,6
6,N/A,N/A,N/A,1403,1409,N/A,102,0
16,N/A,N/A,N/A,1387,1403,N/A,106,4
7,N/A,N/A,N/A,1380,1387,N/A,110,2
5,N/A,N/A,N/A,1375,1380,N/A,115,1
46,N/A,N/A,N/A,1329,1375,N/A,120,6
38,N/A,N/A,N/A,1291,1329,N/A,125,5
8,N/A,N/A,N/A,1283,1291,N/A,129,3
11,N/A,N/A,N/A,1272,1283,N/A,135,3
5,N/A,N/A,N/A,1267,1272,N/A,139,1
5,N/A,N/A,N/A,793,798,N/A,6,1
24,N/A,N/A,N/A,769,793,N/A,9,4
8,N/A,N/A,N/A,761,769,N/A,14,3
9,N/A,N/A,N/A,752,761,N/A,18,1
40,N/A,N/A,N/A,712,752,N/A,22,5
35,N/A,N/A,N/A,677,712,N/A,28,5
48,N/A,N/A,N/A,629,677,N/A,34,5
10,N/A,N/A,N/A,619,629,N/A,38,3
10,N/A,N/A,N/A,609,619,N/A,44,3
45,N/A,N/A,N/A,564,609,N/A,47,6
10,N/A,N/A,N/A,554,564,N/A,50,3
