amount,category,date,name,newBalance,previousBalance,reference,timeDiff,dayOfWeek
16,N/A,N/A,N/A,1729,1745,N/A,35,2
37,N/A,N/A,N/A,1692,1729,N/A,38,5
34,N/A,N/A,N/A,1658,1692,N/A,44,5
16,N/A,N/A,N/A,1642,1658,N/A,48,3
42,N/A,N/A,N/A,1600,1642,N/A,51,6
32,N/A,N/A,N/A,1568,1600,N/A,55,4
15,N/A,N/A,N/A,1553,1568,N/A,59,2
34,N/A,N/A,N/A,1519,1553,N/A,62,5
38,N/A,N/A,N/A,1481,1519,N/A,68,5
15,N/A,N/A,N/A,1466,1481,N/A,71,2
35,N/A,N/A,N/A,1431,1466,N/A,74,5
17,N/A,N/A,N/A,1414,1431,N/A,77,2
41,N/A,N/A,N/A,1373,1414,N/A,81,6
23,N/A,N/A,N/A,1350,1373,N/A,84,3
13,N/A,N/A,N/A,1337,1350,N/A,88,1
11,N/A,N/A,N/A,1326,1337,N/A,94,1
41,N/A,N/A,N/A,1285,1326,N/A,99,6
32,N/A,N/A,N/A,1253,1285,N/A,103,4
14,N/A,N/A,N/A,1239,1253,N/A,107,2
15,N/A,N/A,N/A,1224,1239,N/A,113,2
11,N/A,N/A,N/A,1213,1224,N/A,119,2
44,N/A,N/A,N/A,1169,1213,N/A,123,6
20,N/A,N/A,N/A,1149,1169,N/A,126,3
30,N/A,N/A,N/A,1583,1613,N/A,3,4
7,N/A,N/A,N/A,1576,1583,N/A,6,1
32,N/A,N/A,N/A,1544,1576,N/A,9,4
19,N/A,N/A,N/A,1525,1544,N/A,14,3
9,N/A,N/A,N/A,1516,1525,N/A,18,1
39,N/A,N/A,N/A,1477,1516,N/A,22,5
35,N/A,N/A,N/A,1442,1477,N/A,28,5
37,N/A,N/A,N/A,1405,1442,N/A,34,5
35,N/A,N/A,N/A,1370,1405,N/A,40,5
34,N/A,N/A,N/A,1336,1370,N/A,46,5
27,N/A,N/A,N/A,1309,1336,N/A,51,4
23,N/A,N/A,N/A,1286,1309,N/A,56,3
42,N/A,N/A,N/A,1244,1286,N/A,59,6
27,N/A,N/A,N/A,1217,1244,N/A,63,4
17,N/A,N/A,N/A,1200,1217,N/A,67,2
42,N/A,N/A,N/A,1158,1200,N/A,71,6
23,N/A,N/A,N/A,1135,1158,N/A,74,3
10,N/A,N/A,N/A,1125,1135,N/A,78,1
34,N/A,N/A,N/A,1091,1125,N/A,82,5
21,N/A,N/A,N/A,1070,1091,N/A,86,3
15,N/A,N/A,N/A,1055,1070,N/A,92,3
44,N/A,N/A,N/A,1011,1055,N/A,95,6
5,N/A,N/A,N/A,1006,1011,N/A,101,0
43,N/A,N/A,N/A,963,1006,N/A,107,6
20,N/A,N/A,N/A,943,963,N/A,110,3
14,N/A,N/A,N/A,929,943,N/A,115,2
17,N/A,N/A,N/A,912,929,N/A,121,2
44,N/A,N/A,N/A,868,912,N/A,125,6
23,N/A,N/A,N/A,845,868,N/A,129,4
22,N/A,N/A,N/A,823,845,N/A,134,3
35,N/A,N/A,N/A,1651,1686,N/A,6,5
16,N/A,N/A,N/A,1635,1651,N/A,10,3
10,N/A,N/A,N/A,1625,1635,N/A,15,2
12,N/A,N/A,N/A,1613,1625,N/A,21,2
13,N/A,N/A,N/A,1600,1613,N/A,26,1
34,N/A,N/A,N/A,1566,1600,N/A,30,5
14,N/A,N/A,N/A,1552,1566,N/A,33,2
33,N/A,N/A,N/A,1519,1552,N/A,36,5
30,N/A,N/A,N/A,1489,1519,N/A,41,4
14,N/A,N/A,N/A,1475,1489,N/A,45,2
14,N/A,N/A,N/A,1461,1475,N/A,50,1
43,N/A,N/A,N/A,1418,1461,N/A,55,6
29,N/A,N/A,N/A,1389,1418,N/A,59,4
8,N/A,N/A,N/A,1381,1389,N/A,62,1
23,N/A,N/A,N/A,1358,1381,N/A,65,4
9,N/A,N/A,N/A,1349,1358,N/A,68,1
13,N/A,N/A,N/A,1336,1349,N/A,74,1
43,N/A,N/A,N/A,1293,1336,N/A,79,6
24,N/A,N/A,N/A,1269,1293,N/A,83,4
13,N/A,N/A,N/A,1256,1269,N/A,87,2
36,N/A,N/A,N/A,1220,1256,N/A,90,5
36,N/A,N/A,N/A,1184,1220,N/A,96,5
17,N/A,N/A,N/A,1167,1184,N/A,99,2
8,N/A,N/A,N/A,1159,1167,N/A,104,1
44,N/A,N/A,N/A,1115,1159,N/A,109,6
22,N/A,N/A,N/A,1093,1115,N/A,113,4
9,N/A,N/A,N/A,1084,1093,N/A,116,1
28,N/A,N/A,N/A,1056,1084,N/A,119,4
19,N/A,N/A,N/A,1037,1056,N/A,124,3
15,N/A,N/A,N/A,1022,1037,N/A,130,3
20,N/A,N/A,N/A,567,587,N/A,3,3
17,N/A,N/A,N/A,550,567,N/A,8,2
13,N/A,N/A,N/A,537,550,N/A,13,1
43,N/A,N/A,N/A,494,537,N/A,18,6
26,N/A,N/A,N/A,468,494,N/A,22,4
19,N/A,N/A,N/A,449,468,N/A,27,3
11,N/A,N/A,N/A,438,449,N/A,31,1
41,N/A,N/A,N/A,397,438,N/A,36,6
35,N/A,N/A,N/A,362,397,N/A,41,5
39,N/A,N/A,N/A,323,362,N/A,47,5
23,N/A,N/A,N/A,300,323,N/A,52,4
10,N/A,N/A,N/A,290,300,N/A,55,1
41,N/A,N/A,N/A,249,290,N/A,60,6
36,N/A,N/A,N/A,213,249,N/A,65,5
15,N/A,N/A,N/A,198,213,N/A,69,3
19,N/A,N/A,N/A,179,198,N/A,75,3
41,N/A,N/A,N/A,138,179,N/A,78,6
7,N/A,N/A,N/A,131,138,N/A,84,0
37,N/A,N/A,N/A,94,131,N/A,89,5
31,N/A,N/A,N/A,63,94,N/A,94,4
11,N/A,N/A,N/A,52,63,N/A,97,1
41,N/A,N/A,N/A,11,52,N/A,102,6
15,N/A,N/A,N/A,-4,11,N/A,105,3
13,N/A,N/A,N/A,1607,1620,N/A,6,2
32,N/A,N/A,N/A,1575,1607,N/A,9,5
29,N/A,N/A,N/A,1546,1575,N/A,14,4
10,N/A,N/A,N/A,1536,1546,N/A,17,1
41,N/A,N/A,N/A,1495,1536,N/A,22,6
21,N/A,N/A,N/A,1474,1495,N/A,25,3
13,N/A,N/A,N/A,1461,1474,N/A,30,2
44,N/A,N/A,N/A,1417,1461,N/A,34,6
17,N/A,N/A,N/A,1400,1417,N/A,37,3
43,N/A,N/A,N/A,1357,1400,N/A,40,6
8,N/A,N/A,N/A,1349,1357,N/A,46,0
41,N/A,N/A,N/A,1308,1349,N/A,52,6
8,N/A,N/A,N/A,1300,1308,N/A,58,0
21,N/A,N/A,N/A,1279,1300,N/A,61,3
17,N/A,N/A,N/A,1262,1279,N/A,66,2
33,N/A,N/A,N/A,1229,1262,N/A,69,5
38,N/A,N/A,N/A,1191,1229,N/A,75,5
19,N/A,N/A,N/A,1172,1191,N/A,79,3
44,N/A,N/A,N/A,1128,1172,N/A,82,6
5,N/A,N/A,N/A,1123,1128,N/A,88,0
31,N/A,N/A,N/A,1092,1123,N/A,92,4
13,N/A,N/A,N/A,1079,1092,N/A,96,2
12,N/A,N/A,N/A,1067,1079,N/A,101,1
11,N/A,N/A,N/A,1056,1067,N/A,107,1
44,N/A,N/A,N/A,1012,1056,N/A,112,6
5,N/A,N/A,N/A,1007,1012,N/A,118,0
44,N/A,N/A,N/A,963,1007,N/A,124,6
9,N/A,N/A,N/A,954,963,N/A,130,0
42,N/A,N/A,N/A,912,954,N/A,136,6
22,N/A,N/A,N/A,890,912,N/A,139,3
13,N/A,N/A,N/A,1682,1695,N/A,3,1
14,N/A,N/A,N/A,1668,1682,N/A,9,1
30,N/A,N/A,N/A,1638,1668,N/A,12,4
14,N/A,N/A,N/A,1624,1638,N/A,15,1
43,N/A,N/A,N/A,1581,1624,N/A,20,6
7,N/A,N/A,N/A,1574,1581,N/A,26,0
23,N/A,N/A,N/A,1551,1574,N/A,30,4
21,N/A,N/A,N/A,1530,1551,N/A,35,3
16,N/A,N/A,N/A,1514,1530,N/A,41,3
42,N/A,N/A,N/A,1472,1514,N/A,44,6
8,N/A,N/A,N/A,1464,1472,N/A,50,0
39,N/A,N/A,N/A,1425,1464,N/A,55,5
22,N/A,N/A,N/A,1403,1425,N/A,59,3
41,N/A,N/A,N/A,1362,1403,N/A,62,6
18,N/A,N/A,N/A,1344,1362,N/A,65,3
14,N/A,N/A,N/A,1330,1344,N/A,70,2
42,N/A,N/A,N/A,1288,1330,N/A,74,6
20,N/A,N/A,N/A,1268,1288,N/A,77,3
8,N/A,N/A,N/A,1260,1268,N/A,81,1
28,N/A,N/A,N/A,1232,1260,N/A,84,4
28,N/A,N/A,N/A,1204,1232,N/A,90,4
11,N/A,N/A,N/A,1193,1204,N/A,93,1
22,N/A,N/A,N/A,1171,1193,N/A,96,4
14,N/A,N/A,N/A,1157,1171,N/A,99,1
41,N/A,N/A,N/A,1116,1157,N/A,104,6
35,N/A,N/A,N/A,1081,1116,N/A,109,5
16,N/A,N/A,N/A,1065,1081,N/A,113,3
17,N/A,N/A,N/A,1048,1065,N/A,118,2
9,N/A,N/A,N/A,1039,1048,N/A,123,1
29,N/A,N/A,N/A,1010,1039,N/A,126,4
21,N/A,N/A,N/A,1168,1189,N/A,6,3
12,N/A,N/A,N/A,1156,1168,N/A,10,1
38,N/A,N/A,N/A,1118,1156,N/A,14,5
25,N/A,N/A,N/A,1093,1118,N/A,19,4
32,N/A,N/A,N/A,1061,1093,N/A,25,4
32,N/A,N/A,N/A,1029,1061,N/A,31,4
21,N/A,N/A,N/A,1008,1029,N/A,36,3
12,N/A,N/A,N/A,996,1008,N/A,41,2
15,N/A,N/A,N/A,981,996,N/A,47,2
38,N/A,N/A,N/A,943,981,N/A,50,5
39,N/A,N/A,N/A,904,943,N/A,56,5
17,N/A,N/A,N/A,887,904,N/A,60,3
14,N/A,N/A,N/A,873,887,N/A,64,1
28,N/A,N/A,N/A,845,873,N/A,67,4
31,N/A,N/A,N/A,814,845,N/A,73,4
12,N/A,N/A,N/A,802,814,N/A,76,1
30,N/A,N/A,N/A,772,802,N/A,79,4
32,N/A,N/A,N/A,740,772,N/A,85,4
15,N/A,N/A,N/A,725,740,N/A,90,3
12,N/A,N/A,N/A,713,725,N/A,94,1
12,N/A,N/A,N/A,701,713,N/A,100,1
36,N/A,N/A,N/A,665,701,N/A,104,5
38,N/A,N/A,N/A,627,665,N/A,110,5
22,N/A,N/A,N/A,605,627,N/A,115,4
19,N/A,N/A,N/A,586,605,N/A,120,3
43,N/A,N/A,N/A,543,586,N/A,123,6
32,N/A,N/A,N/A,511,543,N/A,127,4
18,N/A,N/A,N/A,493,511,N/A,132,3
20,N/A,N/A,N/A,473,493,N/A,138,3
17,N/A,N/A,N/A,456,473,N/A,143,2
44,N/A,N/A,N/A,1474,1518,N/A,6,6
27,N/A,N/A,N/A,1447,1474,N/A,10,4
24,N/A,N/A,N/A,1423,1447,N/A,16,4
8,N/A,N/A,N/A,1415,1423,N/A,19,1
43,N/A,N/A,N/A,1372,1415,N/A,24,6
34,N/A,N/A,N/A,1338,1372,N/A,29,5
23,N/A,N/A,N/A,1315,1338,N/A,34,4
27,N/A,N/A,N/A,1288,1315,N/A,40,4
15,N/A,N/A,N/A,1273,1288,N/A,45,3
17,N/A,N/A,N/A,1256,1273,N/A,51,3
11,N/A,N/A,N/A,1245,1256,N/A,56,2
35,N/A,N/A,N/A,1210,1245,N/A,59,5
22,N/A,N/A,N/A,1188,1210,N/A,64,4
23,N/A,N/A,N/A,1165,1188,N/A,70,4
11,N/A,N/A,N/A,1154,1165,N/A,74,2
11,N/A,N/A,N/A,1143,1154,N/A,80,2
14,N/A,N/A,N/A,1129,1143,N/A,85,1
34,N/A,N/A,N/A,1095,1129,N/A,89,5
12,N/A,N/A,N/A,1083,1095,N/A,92,2
10,N/A,N/A,N/A,1073,1083,N/A,98,2
11,N/A,N/A,N/A,1062,1073,N/A,104,2
13,N/A,N/A,N/A,1049,1062,N/A,109,1
39,N/A,N/A,N/A,1010,1049,N/A,113,5
24,N/A,N/A,N/A,986,1010,N/A,118,4
13,N/A,N/A,N/A,973,986,N/A,122,2
11,N/A,N/A,N/A,962,973,N/A,128,2
39,N/A,N/A,N/A,923,962,N/A,131,5
29,N/A,N/A,N/A,894,923,N/A,136,4
8,N/A,N/A,N/A,886,894,N/A,139,1
8,N/A,N/A,N/A,878,886,N/A,145,1
11,N/A,N/A,N/A,1778,1789,N/A,3,1
44,N/A,N/A,N/A,1734,1778,N/A,8,6
6,N/A,N/A,N/A,1728,1734,N/A,14,0
24,N/A,N/A,N/A,1704,1728,N/A,18,4
21,N/A,N/A,N/A,1683,1704,N/A,23,3
42,N/A,N/A,N/A,1641,1683,N/A,26,6
8,N/A,N/A,N/A,1633,1641,N/A,32,0
22,N/A,N/A,N/A,1611,1633,N/A,35,3
42,N/A,N/A,N/A,1569,1611,N/A,38,6
16,N/A,N/A,N/A,1553,1569,N/A,41,3
13,N/A,N/A,N/A,1540,1553,N/A,46,2
12,N/A,N/A,N/A,1528,1540,N/A,51,1
42,N/A,N/A,N/A,1486,1528,N/A,56,6
19,N/A,N/A,N/A,1467,1486,N/A,59,3
11,N/A,N/A,N/A,1456,1467,N/A,63,1
23,N/A,N/A,N/A,1433,1456,N/A,66,4
20,N/A,N/A,N/A,1413,1433,N/A,71,3
14,N/A,N/A,N/A,1399,1413,N/A,75,1
43,N/A,N/A,N/A,1356,1399,N/A,80,6
5,N/A,N/A,N/A,1351,1356,N/A,86,0
25,N/A,N/A,N/A,1326,1351,N/A,90,4
25,N/A,N/A,N/A,1301,1326,N/A,96,4
30,N/A,N/A,N/A,1271,1301,N/A,102,4
17,N/A,N/A,N/A,1254,1271,N/A,106,2
14,N/A,N/A,N/A,1240,1254,N/A,112,2
41,N/A,N/A,N/A,1199,1240,N/A,116,6
14,N/A,N/A,N/A,1185,1199,N/A,119,3
18,N/A,N/A,N/A,1167,1185,N/A,125,3
14,N/A,N/A,N/A,1153,1167,N/A,129,1
31,N/A,N/A,N/A,1122,1153,N/A,132,4
14,N/A,N/A,N/A,1363,1377,N/A,4,1
44,N/A,N/A,N/A,1319,1363,N/A,9,6
18,N/A,N/A,N/A,1301,1319,N/A,12,3
11,N/A,N/A,N/A,1290,1301,N/A,17,2
10,N/A,N/A,N/A,1280,1290,N/A,22,1
11,N/A,N/A,N/A,1269,1280,N/A,28,1
24,N/A,N/A,N/A,1245,1269,N/A,31,4
8,N/A,N/A,N/A,1237,1245,N/A,34,1
28,N/A,N/A,N/A,1209,1237,N/A,37,4
14,N/A,N/A,N/A,1195,1209,N/A,40,1
39,N/A,N/A,N/A,1156,1195,N/A,44,5
12,N/A,N/A,N/A,1144,1156,N/A,47,2
11,N/A,N/A,N/A,1133,1144,N/A,52,1
42,N/A,N/A,N/A,1091,1133,N/A,57,6
9,N/A,N/A,N/A,1082,1091,N/A,63,0
42,N/A,N/A,N/A,1040,1082,N/A,69,6
5,N/A,N/A,N/A,1035,1040,N/A,75,0
35,N/A,N/A,N/A,1000,1035,N/A,80,5
17,N/A,N/A,N/A,983,1000,N/A,83,2
13,N/A,N/A,N/A,970,983,N/A,89,2
41,N/A,N/A,N/A,929,970,N/A,93,6
17,N/A,N/A,N/A,912,929,N/A,96,3
41,N/A,N/A,N/A,871,912,N/A,99,6
39,N/A,N/A,N/A,832,871,N/A,104,5
14,N/A,N/A,N/A,818,832,N/A,108,3
21,N/A,N/A,N/A,797,818,N/A,114,3
10,N/A,N/A,N/A,787,797,N/A,118,1
14,N/A,N/A,N/A,773,787,N/A,124,1
37,N/A,N/A,N/A,736,773,N/A,128,5
14,N/A,N/A,N/A,722,736,N/A,132,3
10,N/A,N/A,N/A,763,773,N/A,5,1
26,N/A,N/A,N/A,737,763,N/A,8,4
15,N/A,N/A,N/A,722,737,N/A,12,2
39,N/A,N/A,N/A,683,722,N/A,15,5
34,N/A,N/A,N/A,649,683,N/A,21,5
27,N/A,N/A,N/A,622,649,N/A,26,4
22,N/A,N/A,N/A,600,622,N/A,32,4
10,N/A,N/A,N/A,590,600,N/A,36,2
11,N/A,N/A,N/A,579,590,N/A,42,2
14,N/A,N/A,N/A,565,579,N/A,48,2
14,N/A,N/A,N/A,551,565,N/A,53,1
9,N/A,N/A,N/A,542,551,N/A,59,1
12,N/A,N/A,N/A,530,542,N/A,65,1
42,N/A,N/A,N/A,488,530,N/A,70,6
38,N/A,N/A,N/A,450,488,N/A,75,5
29,N/A,N/A,N/A,421,450,N/A,80,4
12,N/A,N/A,N/A,409,421,N/A,84,2
14,N/A,N/A,N/A,395,409,N/A,90,2
13,N/A,N/A,N/A,382,395,N/A,96,2
44,N/A,N/A,N/A,338,382,N/A,100,6
32,N/A,N/A,N/A,306,338,N/A,105,5
39,N/A,N/A,N/A,267,306,N/A,111,5
15,N/A,N/A,N/A,252,267,N/A,115,3
41,N/A,N/A,N/A,211,252,N/A,118,6
35,N/A,N/A,N/A,176,211,N/A,123,5
17,N/A,N/A,N/A,159,176,N/A,126,2
14,N/A,N/A,N/A,145,159,N/A,132,2
39,N/A,N/A,N/A,106,145,N/A,135,5
28,N/A,N/A,N/A,78,106,N/A,140,4
31,N/A,N/A,N/A,47,78,N/A,146,4
43,N/A,N/A,N/A,1817,1860,N/A,4,6
16,N/A,N/A,N/A,1801,1817,N/A,7,3
16,N/A,N/A,N/A,1785,1801,N/A,12,2
34,N/A,N/A,N/A,1751,1785,N/A,15,5
15,N/A,N/A,N/A,1736,1751,N/A,19,3
11,N/A,N/A,N/A,1725,1736,N/A,24,2
15,N/A,N/A,N/A,1710,1725,N/A,30,2
15,N/A,N/A,N/A,1695,1710,N/A,36,2
41,N/A,N/A,N/A,1654,1695,N/A,40,6
9,N/A,N/A,N/A,1645,1654,N/A,46,0
44,N/A,N/A,N/A,1601,1645,N/A,52,6
38,N/A,N/A,N/A,1563,1601,N/A,57,5
33,N/A,N/A,N/A,1530,1563,N/A,63,5
11,N/A,N/A,N/A,1519,1530,N/A,66,2
16,N/A,N/A,N/A,1503,1519,N/A,72,2
8,N/A,N/A,N/A,1495,1503,N/A,77,1
36,N/A,N/A,N/A,1459,1495,N/A,81,5
17,N/A,N/A,N/A,1442,1459,N/A,85,3
21,N/A,N/A,N/A,1421,1442,N/A,91,3
11,N/A,N/A,N/A,1410,1421,N/A,95,1
39,N/A,N/A,N/A,1371,1410,N/A,99,5
24,N/A,N/A,N/A,1347,1371,N/A,104,4
22,N/A,N/A,N/A,1325,1347,N/A,109,3
43,N/A,N/A,N/A,1282,1325,N/A,112,6
23,N/A,N/A,N/A,1259,1282,N/A,115,3
42,N/A,N/A,N/A,1217,1259,N/A,118,6
34,N/A,N/A,N/A,1183,1217,N/A,123,5
17,N/A,N/A,N/A,1166,1183,N/A,126,2
42,N/A,N/A,N/A,1124,1166,N/A,130,6
6,N/A,N/A,N/A,1118,1124,N/A,136,0
13,N/A,N/A,N/A,1509,1522,N/A,6,1
7,N/A,N/A,N/A,1502,1509,N/A,12,1
12,N/A,N/A,N/A,1490,1502,N/A,18,1
38,N/A,N/A,N/A,1452,1490,N/A,22,5
12,N/A,N/A,N/A,1440,1452,N/A,25,2
44,N/A,N/A,N/A,1396,1440,N/A,29,6
37,N/A,N/A,N/A,1359,1396,N/A,34,5
19,N/A,N/A,N/A,1340,1359,N/A,38,3
42,N/A,N/A,N/A,1298,1340,N/A,41,6
28,N/A,N/A,N/A,1270,1298,N/A,45,4
9,N/A,N/A,N/A,1261,1270,N/A,48,1
10,N/A,N/A,N/A,1251,1261,N/A,54,1
10,N/A,N/A,N/A,1241,1251,N/A,60,1
35,N/A,N/A,N/A,1206,1241,N/A,64,5
22,N/A,N/A,N/A,1184,1206,N/A,68,3
18,N/A,N/A,N/A,1166,1184,N/A,74,3
10,N/A,N/A,N/A,1156,1166,N/A,78,1
34,N/A,N/A,N/A,1122,1156,N/A,82,5
16,N/A,N/A,N/A,1106,1122,N/A,86,3
16,N/A,N/A,N/A,1090,1106,N/A,91,2
34,N/A,N/A,N/A,1056,1090,N/A,94,5
15,N/A,N/A,N/A,1041,1056,N/A,98,3
21,N/A,N/A,N/A,1020,1041,N/A,104,3
18,N/A,N/A,N/A,1002,1020,N/A,110,3
8,N/A,N/A,N/A,994,1002,N/A,114,1
39,N/A,N/A,N/A,955,994,N/A,118,5
14,N/A,N/A,N/A,941,955,N/A,121,2
41,N/A,N/A,N/A,900,941,N/A,125,6
34,N/A,N/A,N/A,866,900,N/A,130,5
29,N/A,N/A,N/A,837,866,N/A,135,4
7,N/A,N/A,N/A,1669,1676,N/A,3,1
43,N/A,N/A,N/A,1626,1669,N/A,8,6
16,N/A,N/A,N/A,1610,1626,N/A,11,3
17,N/A,N/A,N/A,1593,1610,N/A,17,3
14,N/A,N/A,N/A,1579,1593,N/A,23,3
10,N/A,N/A,N/A,1569,1579,N/A,27,1
32,N/A,N/A,N/A,1537,1569,N/A,30,4
32,N/A,N/A,N/A,1505,1537,N/A,36,4
14,N/A,N/A,N/A,1491,1505,N/A,41,3
10,N/A,N/A,N/A,1481,1491,N/A,46,2
14,N/A,N/A,N/A,1467,1481,N/A,52,2
10,N/A,N/A,N/A,1457,1467,N/A,57,1
39,N/A,N/A,N/A,1418,1457,N/A,61,5
14,N/A,N/A,N/A,1404,1418,N/A,65,3
22,N/A,N/A,N/A,1382,1404,N/A,71,3
8,N/A,N/A,N/A,1374,1382,N/A,75,1
30,N/A,N/A,N/A,1344,1374,N/A,78,4
11,N/A,N/A,N/A,1333,1344,N/A,81,1
22,N/A,N/A,N/A,1311,1333,N/A,84,4
10,N/A,N/A,N/A,1301,1311,N/A,88,2
41,N/A,N/A,N/A,1260,1301,N/A,92,6
14,N/A,N/A,N/A,1246,1260,N/A,95,3
14,N/A,N/A,N/A,1232,1246,N/A,100,2
43,N/A,N/A,N/A,1189,1232,N/A,104,6
6,N/A,N/A,N/A,1183,1189,N/A,110,0
25,N/A,N/A,N/A,1158,1183,N/A,114,4
27,N/A,N/A,N/A,1131,1158,N/A,120,4
12,N/A,N/A,N/A,1119,1131,N/A,123,1
33,N/A,N/A,N/A,1086,1119,N/A,127,5
16,N/A,N/A,N/A,1070,1086,N/A,131,3
18,N/A,N/A,N/A,371,389,N/A,3,3
43,N/A,N/A,N/A,328,371,N/A,6,6
9,N/A,N/A,N/A,319,328,N/A,12,0
18,N/A,N/A,N/A,301,319,N/A,15,3
13,N/A,N/A,N/A,288,301,N/A,20,2
42,N/A,N/A,N/A,246,288,N/A,24,6
32,N/A,N/A,N/A,214,246,N/A,28,4
10,N/A,N/A,N/A,204,214,N/A,31,1
41,N/A,N/A,N/A,163,204,N/A,36,6
26,N/A,N/A,N/A,137,163,N/A,40,4
14,N/A,N/A,N/A,123,137,N/A,45,3
41,N/A,N/A,N/A,82,123,N/A,48,6
32,N/A,N/A,N/A,50,82,N/A,53,5
11,N/A,N/A,N/A,39,50,N/A,56,2
10,N/A,N/A,N/A,29,39,N/A,62,2
41,N/A,N/A,N/A,-12,29,N/A,66,6
14,N/A,N/A,N/A,1872,1886,N/A,3,3
15,N/A,N/A,N/A,1857,1872,N/A,8,2
42,N/A,N/A,N/A,1815,1857,N/A,12,6
30,N/A,N/A,N/A,1785,1815,N/A,16,4
22,N/A,N/A,N/A,1763,1785,N/A,21,3
17,N/A,N/A,N/A,1746,1763,N/A,26,2
14,N/A,N/A,N/A,1732,1746,N/A,31,1
27,N/A,N/A,N/A,1705,1732,N/A,34,4
13,N/A,N/A,N/A,1692,1705,N/A,37,1
23,N/A,N/A,N/A,1669,1692,N/A,40,4
31,N/A,N/A,N/A,1638,1669,N/A,46,4
23,N/A,N/A,N/A,1615,1638,N/A,52,4
13,N/A,N/A,N/A,1602,1615,N/A,56,2
12,N/A,N/A,N/A,1590,1602,N/A,61,1
43,N/A,N/A,N/A,1547,1590,N/A,66,6
39,N/A,N/A,N/A,1508,1547,N/A,71,5
39,N/A,N/A,N/A,1469,1508,N/A,77,5
12,N/A,N/A,N/A,1457,1469,N/A,80,2
15,N/A,N/A,N/A,1442,1457,N/A,86,2
35,N/A,N/A,N/A,1407,1442,N/A,89,5
23,N/A,N/A,N/A,1384,1407,N/A,93,3
16,N/A,N/A,N/A,1368,1384,N/A,99,3
22,N/A,N/A,N/A,1346,1368,N/A,105,3
12,N/A,N/A,N/A,1334,1346,N/A,109,1
42,N/A,N/A,N/A,1292,1334,N/A,114,6
9,N/A,N/A,N/A,1283,1292,N/A,120,0
16,N/A,N/A,N/A,1267,1283,N/A,123,3
42,N/A,N/A,N/A,1225,1267,N/A,126,6
31,N/A,N/A,N/A,1194,1225,N/A,130,4
22,N/A,N/A,N/A,1172,1194,N/A,136,4
16,N/A,N/A,N/A,1769,1785,N/A,6,3
19,N/A,N/A,N/A,1750,1769,N/A,12,3
43,N/A,N/A,N/A,1707,1750,N/A,15,6
23,N/A,N/A,N/A,1684,1707,N/A,18,3
16,N/A,N/A,N/A,1668,1684,N/A,23,2
41,N/A,N/A,N/A,1627,1668,N/A,27,6
8,N/A,N/A,N/A,1619,1627,N/A,33,0
31,N/A,N/A,N/A,1588,1619,N/A,37,4
31,N/A,N/A,N/A,1557,1588,N/A,43,4
16,N/A,N/A,N/A,1541,1557,N/A,47,2
14,N/A,N/A,N/A,1527,1541,N/A,52,1
22,N/A,N/A,N/A,1505,1527,N/A,55,4
26,N/A,N/A,N/A,1479,1505,N/A,61,4
12,N/A,N/A,N/A,1467,1479,N/A,64,1
41,N/A,N/A,N/A,1426,1467,N/A,69,6
8,N/A,N/A,N/A,1418,1426,N/A,75,0
21,N/A,N/A,N/A,1397,1418,N/A,78,3
41,N/A,N/A,N/A,1356,1397,N/A,81,6
19,N/A,N/A,N/A,1337,1356,N/A,84,3
14,N/A,N/A,N/A,1323,1337,N/A,90,3
42,N/A,N/A,N/A,1281,1323,N/A,93,6
25,N/A,N/A,N/A,1256,1281,N/A,97,4
12,N/A,N/A,N/A,1244,1256,N/A,100,1
22,N/A,N/A,N/A,1222,1244,N/A,103,4
15,N/A,N/A,N/A,1207,1222,N/A,108,3
22,N/A,N/A,N/A,1185,1207,N/A,114,3
12,N/A,N/A,N/A,1173,1185,N/A,118,1
36,N/A,N/A,N/A,1137,1173,N/A,122,5
11,N/A,N/A,N/A,1126,1137,N/A,125,2
37,N/A,N/A,N/A,1089,1126,N/A,128,5
42,N/A,N/A,N/A,1556,1598,N/A,3,6
31,N/A,N/A,N/A,1525,1556,N/A,7,4
14,N/A,N/A,N/A,1511,1525,N/A,10,1
33,N/A,N/A,N/A,1478,1511,N/A,14,5
37,N/A,N/A,N/A,1441,1478,N/A,20,5
13,N/A,N/A,N/A,1428,1441,N/A,23,2
38,N/A,N/A,N/A,1390,1428,N/A,26,5
27,N/A,N/A,N/A,1363,1390,N/A,31,4
8,N/A,N/A,N/A,1355,1363,N/A,34,1
31,N/A,N/A,N/A,1324,1355,N/A,37,4
14,N/A,N/A,N/A,1310,1324,N/A,40,1
12,N/A,N/A,N/A,1298,1310,N/A,46,1
14,N/A,N/A,N/A,1284,1298,N/A,52,1
39,N/A,N/A,N/A,1245,1284,N/A,56,5
26,N/A,N/A,N/A,1219,1245,N/A,61,4
11,N/A,N/A,N/A,1208,1219,N/A,64,1
30,N/A,N/A,N/A,1178,1208,N/A,67,4
16,N/A,N/A,N/A,1162,1178,N/A,71,2
10,N/A,N/A,N/A,1152,1162,N/A,77,2
41,N/A,N/A,N/A,1111,1152,N/A,81,6
7,N/A,N/A,N/A,1104,1111,N/A,87,0
22,N/A,N/A,N/A,1082,1104,N/A,91,4
30,N/A,N/A,N/A,1052,1082,N/A,97,4
29,N/A,N/A,N/A,1023,1052,N/A,103,4
31,N/A,N/A,N/A,992,1023,N/A,109,4
